"","game_id","data_set","date","a1","a2","a3","a4","a5","h1","h2","h3","h4","h5","period","away_score","home_score","remaining_time","elapsed","play_length","play_id","team","event_type","assist","away","home","block","entered","left","num","opponent","outof","player","points","possession","reason","result","steal","type","shot_distance","original_x","original_y","converted_x","converted_y","description","periodTime","totalTime","playlength","ShotType","oppTeam","xx","yy"
"164779",22000375,"2020-21 Regular Season","2021-02-09","DeAndre Jordan","Jeff Green","Joe Harris","Kyrie Irving","James Harden","Mason Plumlee","Jerami Grant","Wayne Ellington","Delon Wright","Blake Griffin",1,6,13,"0:07:56","0:04:04","0:00:00",36,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (3 PTS)",244,244,0,"FT","DET",NA,NA
"164780",22000375,"2020-21 Regular Season","2021-02-09","DeAndre Jordan","Jeff Green","Joe Harris","Kyrie Irving","James Harden","Mason Plumlee","Jerami Grant","Wayne Ellington","Delon Wright","Blake Griffin",1,7,13,"0:07:56","0:04:04","0:00:00",37,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (4 PTS)",244,244,0,"FT","DET",NA,NA
"164800",22000375,"2020-21 Regular Season","2021-02-09","DeAndre Jordan","Jeff Green","Joe Harris","Kyrie Irving","James Harden","Mason Plumlee","Jerami Grant","Wayne Ellington","Delon Wright","Blake Griffin",1,13,20,"0:06:03","0:05:57","0:00:07",57,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving layup",1,-3,11,25.3,6.1,"Harden 1' Driving Layup (6 PTS)",357,357,7,"2P","DET",-0.3,-40.65
"164824",22000375,"2020-21 Regular Season","2021-02-09","DeAndre Jordan","Jeff Green","Timothe Luwawu-Cabarrot","Kyrie Irving","James Harden","Mason Plumlee","Jerami Grant","Josh Jackson","Delon Wright","Blake Griffin",1,20,31,"0:02:55","0:09:05","0:00:07",81,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving floating jump shot",2,3,15,24.7,6.5,"MISS Harden 2' Driving Floating Jump Shot",545,545,7,"2P","DET",0.3,-40.25
"164829",22000375,"2020-21 Regular Season","2021-02-09","Norvel Pelle","Jeff Green","Timothe Luwawu-Cabarrot","Kyrie Irving","James Harden","Mason Plumlee","Jerami Grant","Josh Jackson","Delon Wright","Blake Griffin",1,22,31,"0:02:36","0:09:24","0:00:14",86,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","floating jump shot",6,-33,52,28.3,10.2,"Harden 6' Floating Jump Shot (8 PTS)",564,564,14,"2P","DET",-3.3,-36.55
"164873",22000375,"2020-21 Regular Season","2021-02-09","Landry Shamet","James Harden","Norvel Pelle","Joe Harris","Bruce Brown","Josh Jackson","Rodney McGruder","Saddiq Bey","Isaiah Stewart","Sekou Doumbouya",2,31,49,"0:08:55","0:03:05","0:00:19",130,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating jump shot",4,-3,36,25.3,8.6,"Harden 4' Driving Floating Jump Shot (10 PTS)",185,905,19,"2P","DET",-0.3,-38.15
"164884",22000375,"2020-21 Regular Season","2021-02-09","Landry Shamet","James Harden","Jeff Green","Joe Harris","Bruce Brown","Wayne Ellington","Rodney McGruder","Saddiq Bey","Isaiah Stewart","Sekou Doumbouya",2,36,51,"0:07:01","0:04:59","0:00:22",141,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt pullup jump shot",23,-225,26,47.5,7.6,"MISS Harden 3PT Pullup Jump Shot",299,1019,22,"3P","DET",-22.5,-39.15
"164889",22000375,"2020-21 Regular Season","2021-02-09","Landry Shamet","James Harden","Jeff Green","Joe Harris","Bruce Brown","Wayne Ellington","Rodney McGruder","Saddiq Bey","Isaiah Stewart","Sekou Doumbouya",2,38,53,"0:06:34","0:05:26","0:00:08",146,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating bank jump shot",6,47,31,20.3,8.1,"Harden 6' Driving Floating Bank Jump Shot (12 PTS)",326,1046,8,"2P","DET",4.7,-38.65
"164891",22000375,"2020-21 Regular Season","2021-02-09","Landry Shamet","James Harden","Jeff Green","Joe Harris","Bruce Brown","Wayne Ellington","Rodney McGruder","Saddiq Bey","Isaiah Stewart","Sekou Doumbouya",2,39,53,"0:06:34","0:05:26","0:00:00",148,"BKN","free throw","","","","","","",1,"",1,"James Harden",1,"","","made","","free throw 1/1",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 1 (13 PTS)",326,1046,0,"FT","DET",NA,NA
"164904",22000375,"2020-21 Regular Season","2021-02-09","Kyrie Irving","James Harden","Jeff Green","Joe Harris","Bruce Brown","Wayne Ellington","Rodney McGruder","Jerami Grant","Mason Plumlee","Blake Griffin",2,42,53,"0:05:47","0:06:13","0:00:07",161,"BKN","shot","","","","Mason Plumlee","","",NA,"",NA,"James Harden",0,"","","missed","","layup",1,-3,9,25.3,5.9,"Plumlee BLOCK (1 BLK): MISS Harden 1' Layup",373,1093,7,"2P","DET",-0.3,-40.85
"164967",22000375,"2020-21 Regular Season","2021-02-09","James Harden","Kyrie Irving","Bruce Brown","DeAndre Jordan","Joe Harris","Wayne Ellington","Delon Wright","Jerami Grant","Mason Plumlee","Blake Griffin",3,55,65,"0:11:24","0:00:36","0:00:00",224,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (14 PTS)",36,1476,0,"FT","DET",NA,NA
"164968",22000375,"2020-21 Regular Season","2021-02-09","James Harden","Kyrie Irving","Bruce Brown","DeAndre Jordan","Joe Harris","Wayne Ellington","Delon Wright","Jerami Grant","Mason Plumlee","Blake Griffin",3,56,65,"0:11:24","0:00:36","0:00:00",225,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (15 PTS)",36,1476,0,"FT","DET",NA,NA
"164984",22000375,"2020-21 Regular Season","2021-02-09","James Harden","Kyrie Irving","Bruce Brown","DeAndre Jordan","Joe Harris","Wayne Ellington","Delon Wright","Jerami Grant","Mason Plumlee","Blake Griffin",3,60,68,"0:09:28","0:02:32","0:00:08",241,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving layup",2,4,15,24.6,6.5,"Harden 2' Driving Layup (17 PTS)",152,1592,8,"2P","DET",0.4,-40.25
"164991",22000375,"2020-21 Regular Season","2021-02-09","James Harden","Kyrie Irving","Bruce Brown","DeAndre Jordan","Joe Harris","Wayne Ellington","Delon Wright","Jerami Grant","Mason Plumlee","Blake Griffin",3,65,74,"0:08:21","0:03:39","0:00:12",248,"BKN","shot","DeAndre Jordan","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating bank jump shot",0,-2,4,25.2,5.4,"Harden Driving Floating Bank Jump Shot (19 PTS) (Jordan 2 AST)",219,1659,12,"2P","DET",-0.2,-41.35
"165003",22000375,"2020-21 Regular Season","2021-02-09","James Harden","Kyrie Irving","Bruce Brown","DeAndre Jordan","Joe Harris","Josh Jackson","Delon Wright","Jerami Grant","Mason Plumlee","Blake Griffin",3,67,74,"0:06:53","0:05:07","0:00:10",260,"BKN","shot","","","","Mason Plumlee","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",7,-51,46,30.1,9.6,"Plumlee BLOCK (2 BLK): MISS Harden 7' Driving Layup",307,1747,10,"2P","DET",-5.1,-37.15
"165079",22000375,"2020-21 Regular Season","2021-02-09","Jeff Green","James Harden","Landry Shamet","Timothe Luwawu-Cabarrot","Joe Harris","Josh Jackson","Mason Plumlee","Saddiq Bey","Saben Lee","Blake Griffin",4,89,94,"0:11:39","0:00:21","0:00:03",336,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt jump shot",22,223,-8,2.7,4.2,"Harden 3PT Jump Shot (22 PTS)",21,2181,3,"3P","DET",22.3,-42.55
"165084",22000375,"2020-21 Regular Season","2021-02-09","Jeff Green","James Harden","Landry Shamet","Timothe Luwawu-Cabarrot","Joe Harris","Josh Jackson","Mason Plumlee","Saddiq Bey","Saben Lee","Blake Griffin",4,89,94,"0:10:56","0:01:04","0:00:10",341,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",26,-65,257,31.5,30.7,"MISS Harden 27' 3PT Step Back Jump Shot",64,2224,10,"3P","DET",-6.5,-16.05
"165102",22000375,"2020-21 Regular Season","2021-02-09","Jeff Green","James Harden","Landry Shamet","Timothe Luwawu-Cabarrot","Joe Harris","Josh Jackson","Mason Plumlee","Saddiq Bey","Saben Lee","Blake Griffin",4,90,101,"0:08:29","0:03:31","0:00:00",359,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (23 PTS)",211,2371,0,"FT","DET",NA,NA
"165103",22000375,"2020-21 Regular Season","2021-02-09","Jeff Green","James Harden","Landry Shamet","Timothe Luwawu-Cabarrot","Joe Harris","Josh Jackson","Mason Plumlee","Saddiq Bey","Saben Lee","Blake Griffin",4,91,101,"0:08:29","0:03:31","0:00:00",360,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (24 PTS)",211,2371,0,"FT","DET",NA,NA
"168447",22000383,"2020-21 Regular Season","2021-02-10","Myles Turner","Justin Holiday","Domantas Sabonis","Malcolm Brogdon","Jeremy Lamb","DeAndre Jordan","James Harden","Kyrie Irving","Bruce Brown","Joe Harris",1,1,2,"0:09:48","0:02:12","0:00:17",16,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving floating jump shot",6,16,55,26.6,83.5,"MISS Harden 6' Driving Floating Jump Shot",132,132,17,"2P","IND",1.6,-36.25
"168470",22000383,"2020-21 Regular Season","2021-02-10","Myles Turner","Justin Holiday","Domantas Sabonis","Malcolm Brogdon","Jeremy Lamb","DeAndre Jordan","James Harden","Kyrie Irving","Bruce Brown","Joe Harris",1,6,8,"0:07:21","0:04:39","0:00:13",39,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating jump shot",3,-2,32,24.8,85.8,"Harden 3' Driving Floating Jump Shot (2 PTS)",279,279,13,"2P","IND",-0.2,-38.55
"168481",22000383,"2020-21 Regular Season","2021-02-10","Myles Turner","Justin Holiday","Domantas Sabonis","Malcolm Brogdon","Jeremy Lamb","DeAndre Jordan","James Harden","Kyrie Irving","Bruce Brown","Joe Harris",1,6,11,"0:05:58","0:06:02","0:00:00",50,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (3 PTS)",362,362,0,"FT","IND",NA,NA
"168482",22000383,"2020-21 Regular Season","2021-02-10","Myles Turner","Justin Holiday","Domantas Sabonis","Malcolm Brogdon","Jeremy Lamb","DeAndre Jordan","James Harden","Kyrie Irving","Bruce Brown","Joe Harris",1,6,12,"0:05:58","0:06:02","0:00:00",51,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (4 PTS)",362,362,0,"FT","IND",NA,NA
"168485",22000383,"2020-21 Regular Season","2021-02-10","Myles Turner","Justin Holiday","Domantas Sabonis","Malcolm Brogdon","Jeremy Lamb","DeAndre Jordan","James Harden","Kyrie Irving","Bruce Brown","Joe Harris",1,6,12,"0:05:36","0:06:24","0:00:04",54,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",27,-81,253,16.9,63.7,"MISS Harden 27' 3PT Step Back Jump Shot",384,384,4,"3P","IND",-8.1,-16.45
"168495",22000383,"2020-21 Regular Season","2021-02-10","Myles Turner","Justin Holiday","Domantas Sabonis","Malcolm Brogdon","Jeremy Lamb","DeAndre Jordan","James Harden","Kyrie Irving","Bruce Brown","Timothe Luwawu-Cabarrot",1,8,15,"0:04:35","0:07:25","0:00:00",64,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (5 PTS)",445,445,0,"FT","IND",NA,NA
"168498",22000383,"2020-21 Regular Season","2021-02-10","Myles Turner","Justin Holiday","Domantas Sabonis","Malcolm Brogdon","Jeremy Lamb","DeAndre Jordan","James Harden","Kyrie Irving","Bruce Brown","Timothe Luwawu-Cabarrot",1,8,16,"0:04:35","0:07:25","0:00:00",67,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (6 PTS)",445,445,0,"FT","IND",NA,NA
"168538",22000383,"2020-21 Regular Season","2021-02-10","T.J. McConnell","Goga Bitadze","Edmond Sumner","Aaron Holiday","Doug McDermott","DeAndre Jordan","Landry Shamet","Tyler Johnson","James Harden","Timothe Luwawu-Cabarrot",1,18,25,"0:00:25","0:11:35","0:00:17",107,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt pullup jump shot",27,117,246,36.7,64.4,"MISS Harden 27' 3PT Pullup Jump Shot",695,695,17,"3P","IND",11.7,-17.15
"168541",22000383,"2020-21 Regular Season","2021-02-10","T.J. McConnell","Goga Bitadze","Edmond Sumner","Aaron Holiday","Doug McDermott","DeAndre Jordan","Landry Shamet","Tyler Johnson","James Harden","Timothe Luwawu-Cabarrot",1,18,26,"0:00:11","0:11:49","0:00:00",110,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (7 PTS)",709,709,0,"FT","IND",NA,NA
"168544",22000383,"2020-21 Regular Season","2021-02-10","T.J. McConnell","Goga Bitadze","Edmond Sumner","Aaron Holiday","Doug McDermott","DeAndre Jordan","Landry Shamet","Tyler Johnson","James Harden","Timothe Luwawu-Cabarrot",1,18,27,"0:00:11","0:11:49","0:00:00",113,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (8 PTS)",709,709,0,"FT","IND",NA,NA
"168588",22000383,"2020-21 Regular Season","2021-02-10","Jeremy Lamb","T.J. McConnell","Aaron Holiday","Myles Turner","Malcolm Brogdon","Landry Shamet","James Harden","Kyrie Irving","Jeff Green","Tyler Johnson",2,25,35,"0:07:16","0:04:44","0:00:19",157,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",28,5,275,25.5,61.5,"MISS Harden 28' 3PT Step Back Jump Shot",284,1004,19,"3P","IND",0.5,-14.25
"168627",22000383,"2020-21 Regular Season","2021-02-10","Jeremy Lamb","Domantas Sabonis","Justin Holiday","Myles Turner","Malcolm Brogdon","Timothe Luwawu-Cabarrot","DeAndre Jordan","Kyrie Irving","Jeff Green","James Harden",2,27,49,"0:04:00","0:08:00","0:00:12",196,"BKN","shot","","","","Myles Turner","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",8,-46,69,20.4,82.1,"MISS Harden 8' Driving Layup: Turner BLOCK (1 BLK)",480,1200,12,"2P","IND",-4.6,-34.85
"168632",22000383,"2020-21 Regular Season","2021-02-10","Jeremy Lamb","Domantas Sabonis","Justin Holiday","Myles Turner","Malcolm Brogdon","Timothe Luwawu-Cabarrot","DeAndre Jordan","Kyrie Irving","Jeff Green","James Harden",2,27,50,"0:03:42","0:08:18","0:00:00",201,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (9 PTS)",498,1218,0,"FT","IND",NA,NA
"168633",22000383,"2020-21 Regular Season","2021-02-10","Jeremy Lamb","Domantas Sabonis","Justin Holiday","Myles Turner","Malcolm Brogdon","Timothe Luwawu-Cabarrot","DeAndre Jordan","Kyrie Irving","Jeff Green","James Harden",2,27,51,"0:03:42","0:08:18","0:00:00",202,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (10 PTS)",498,1218,0,"FT","IND",NA,NA
"168649",22000383,"2020-21 Regular Season","2021-02-10","T.J. McConnell","Domantas Sabonis","Doug McDermott","Myles Turner","Malcolm Brogdon","Timothe Luwawu-Cabarrot","DeAndre Jordan","Kyrie Irving","Jeff Green","James Harden",2,30,58,"0:01:40","0:10:20","0:00:13",218,"BKN","shot","Kyrie Irving","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt jump shot",28,98,259,34.8,63.1,"Harden 28' 3PT Jump Shot (13 PTS) (Irving 6 AST)",620,1340,13,"3P","IND",9.8,-15.85
"168675",22000383,"2020-21 Regular Season","2021-02-10","Justin Holiday","Domantas Sabonis","Jeremy Lamb","Malcolm Brogdon","Myles Turner","Bruce Brown","James Harden","Joe Harris","Kyrie Irving","DeAndre Jordan",3,30,62,"0:11:27","0:00:33","0:00:09",244,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving floating jump shot",8,-38,72,21.2,81.8,"MISS Harden 8' Driving Floating Jump Shot",33,1473,9,"2P","IND",-3.8,-34.55
"168699",22000383,"2020-21 Regular Season","2021-02-10","Justin Holiday","Domantas Sabonis","Jeremy Lamb","Malcolm Brogdon","Myles Turner","Bruce Brown","James Harden","Joe Harris","Kyrie Irving","DeAndre Jordan",3,41,69,"0:07:55","0:04:05","0:00:23",268,"BKN","shot","","","","Domantas Sabonis","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",2,12,22,26.2,86.8,"MISS Harden 3' Driving Layup: Sabonis BLOCK (1 BLK)",245,1685,23,"2P","IND",1.2,-39.55
"168729",22000383,"2020-21 Regular Season","2021-02-10","Justin Holiday","Domantas Sabonis","Jeremy Lamb","Malcolm Brogdon","T.J. McConnell","Bruce Brown","James Harden","Landry Shamet","Kyrie Irving","DeAndre Jordan",3,52,76,"0:04:07","0:07:53","0:00:15",298,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",29,16,288,26.6,60.2,"MISS Harden 29' 3PT Step Back Jump Shot",473,1913,15,"3P","IND",1.6,-12.95
"168757",22000383,"2020-21 Regular Season","2021-02-10","Justin Holiday","Domantas Sabonis","Doug McDermott","Malcolm Brogdon","T.J. McConnell","Jeff Green","James Harden","Landry Shamet","Tyler Johnson","DeAndre Jordan",3,62,80,"0:00:30","0:11:30","0:00:11",326,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating jump shot",6,-37,51,21.3,83.9,"Harden 6' Driving Floating Jump Shot (15 PTS)",690,2130,11,"2P","IND",-3.7,-36.65
"168763",22000383,"2020-21 Regular Season","2021-02-10","Justin Holiday","Domantas Sabonis","Edmond Sumner","Malcolm Brogdon","T.J. McConnell","Jeff Green","James Harden","Landry Shamet","Tyler Johnson","Joe Harris",3,62,82,"0:00:02","0:11:58","0:00:03",332,"BKN","shot","Jeff Green","","","","","",NA,"",NA,"James Harden",2,"","","made","","layup",1,-5,4,24.5,88.6,"Harden 1' Driving Finger Roll Layup (17 PTS) (Green 3 AST)",718,2158,3,"2P","IND",-0.5,-41.35
"168822",22000383,"2020-21 Regular Season","2021-02-10","Malcolm Brogdon","Myles Turner","Justin Holiday","T.J. McConnell","Domantas Sabonis","Jeff Green","James Harden","Joe Harris","Kyrie Irving","DeAndre Jordan",4,77,94,"0:05:53","0:06:07","0:00:21",391,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",25,-79,240,17.1,65,"MISS Harden 25' 3PT Step Back Jump Shot",367,2527,21,"3P","IND",-7.9,-17.75
"168860",22000383,"2020-21 Regular Season","2021-02-10","Malcolm Brogdon","Myles Turner","Justin Holiday","T.J. McConnell","Domantas Sabonis","Jeff Green","James Harden","Joe Harris","Kyrie Irving","DeAndre Jordan",4,85,103,"0:02:41","0:09:19","0:00:00",429,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (18 PTS)",559,2719,0,"FT","IND",NA,NA
"168861",22000383,"2020-21 Regular Season","2021-02-10","Malcolm Brogdon","Myles Turner","Justin Holiday","T.J. McConnell","Domantas Sabonis","Jeff Green","James Harden","Joe Harris","Kyrie Irving","DeAndre Jordan",4,85,104,"0:02:41","0:09:19","0:00:00",430,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (19 PTS)",559,2719,0,"FT","IND",NA,NA
"180728",22000409,"2020-21 Regular Season","2021-02-13","Kevin Durant","Joe Harris","Kyrie Irving","James Harden","Bruce Brown","Juan Toscano-Anderson","Draymond Green","Andrew Wiggins","Stephen Curry","Kelly Oubre Jr.",1,10,10,"0:07:51","0:04:09","0:00:05",43,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt jump shot",25,-30,245,28,29.5,"Harden 25' 3PT Jump Shot (3 PTS)",249,249,5,"3P","GSW",-3,-17.25
"180783",22000409,"2020-21 Regular Season","2021-02-13","James Harden","Timothe Luwawu-Cabarrot","Kyrie Irving","Landry Shamet","Jeff Green","Damion Lee","Draymond Green","Mychal Mulder","Stephen Curry","Kelly Oubre Jr.",1,25,24,"0:02:25","0:09:35","0:00:00",98,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (4 PTS)",575,575,0,"FT","GSW",NA,NA
"180784",22000409,"2020-21 Regular Season","2021-02-13","James Harden","Timothe Luwawu-Cabarrot","Kyrie Irving","Landry Shamet","Jeff Green","Damion Lee","Draymond Green","Mychal Mulder","Stephen Curry","Kelly Oubre Jr.",1,26,24,"0:02:25","0:09:35","0:00:00",99,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (5 PTS)",575,575,0,"FT","GSW",NA,NA
"180794",22000409,"2020-21 Regular Season","2021-02-13","James Harden","Timothe Luwawu-Cabarrot","Tyler Johnson","Landry Shamet","Jeff Green","Damion Lee","Draymond Green","Mychal Mulder","Stephen Curry","Andrew Wiggins",1,29,26,"0:01:38","0:10:22","0:00:15",109,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",25,-64,240,31.4,29,"MISS Harden 25' 3PT Step Back Jump Shot",622,622,15,"3P","GSW",-6.4,-17.75
"180813",22000409,"2020-21 Regular Season","2021-02-13","James Harden","Kevin Durant","Joe Harris","Kyrie Irving","Jeff Green","Damion Lee","Draymond Green","Brad Wanamaker","Stephen Curry","Andrew Wiggins",1,37,28,"0:00:00","0:12:00","0:00:04",128,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt pullup jump shot",26,197,168,5.3,21.8,"MISS Harden 26' 3PT Pullup Jump Shot",720,720,4,"3P","GSW",19.7,-24.95
"180835",22000409,"2020-21 Regular Season","2021-02-13","Joe Harris","Jeff Green","Kevin Durant","James Harden","Timothe Luwawu-Cabarrot","Brad Wanamaker","Damion Lee","Andrew Wiggins","Kent Bazemore","Eric Paschall",2,37,34,"0:09:18","0:02:42","0:00:07",150,"BKN","shot","","","","Kent Bazemore","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",5,2,53,24.8,10.3,"Bazemore BLOCK (1 BLK): MISS Harden 5' Driving Layup",162,882,7,"2P","GSW",0.2,-36.45
"180887",22000409,"2020-21 Regular Season","2021-02-13","Joe Harris","Jeff Green","Kevin Durant","Kyrie Irving","James Harden","Kelly Oubre Jr.","Juan Toscano-Anderson","Draymond Green","Kent Bazemore","Stephen Curry",2,53,43,"0:04:05","0:07:55","0:00:07",202,"BKN","shot","Kevin Durant","","","","","",NA,"",NA,"James Harden",2,"","","made","","layup",6,14,53,23.6,10.3,"Harden 5' Driving Finger Roll Layup (7 PTS) (Durant 3 AST)",475,1195,7,"2P","GSW",1.4,-36.45
"180923",22000409,"2020-21 Regular Season","2021-02-13","Tyler Johnson","Bruce Brown","Kevin Durant","Kyrie Irving","James Harden","Kelly Oubre Jr.","Juan Toscano-Anderson","Damion Lee","Andrew Wiggins","Stephen Curry",2,65,49,"0:00:38","0:11:22","0:00:20",238,"BKN","shot","Kyrie Irving","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt jump shot",29,38,283,21.2,33.3,"Harden 29' 3PT Jump Shot (10 PTS) (Irving 2 AST)",682,1402,20,"3P","GSW",3.8,-13.45
"180944",22000409,"2020-21 Regular Season","2021-02-13","Kevin Durant","Kyrie Irving","Bruce Brown","James Harden","Joe Harris","Juan Toscano-Anderson","Andrew Wiggins","Kelly Oubre Jr.","Draymond Green","Stephen Curry",3,68,55,"0:10:07","0:01:53","0:00:06",259,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt jump shot",25,141,210,10.9,26,"MISS Harden 25' 3PT Jump Shot",113,1553,6,"3P","GSW",14.1,-20.75
"181022",22000409,"2020-21 Regular Season","2021-02-13","James Harden","Kyrie Irving","Jeff Green","Landry Shamet","Timothe Luwawu-Cabarrot","Damion Lee","Mychal Mulder","Kelly Oubre Jr.","Draymond Green","Stephen Curry",3,105,79,"0:00:34","0:11:26","0:00:15",337,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",30,-3,301,25.3,35.1,"Harden 30' 3PT Step Back Jump Shot (13 PTS)",686,2126,15,"3P","GSW",-0.3,-11.65
"181024",22000409,"2020-21 Regular Season","2021-02-13","James Harden","Kyrie Irving","Jeff Green","Landry Shamet","Timothe Luwawu-Cabarrot","Damion Lee","Mychal Mulder","Kelly Oubre Jr.","Draymond Green","Stephen Curry",3,108,82,"0:00:07","0:11:53","0:00:20",339,"BKN","shot","Kyrie Irving","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt jump shot",25,190,169,6,21.9,"Harden 25' 3PT Jump Shot (16 PTS) (Irving 4 AST)",713,2153,20,"3P","GSW",19,-24.85
"181031",22000409,"2020-21 Regular Season","2021-02-13","Jeff Green","James Harden","Landry Shamet","Timothe Luwawu-Cabarrot","Tyler Johnson","Brad Wanamaker","Damion Lee","Eric Paschall","Kent Bazemore","Andrew Wiggins",4,108,84,"0:11:12","0:00:48","0:00:25",346,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",5,51,16,19.9,6.6,"MISS Harden 5' Driving Layup",48,2208,25,"2P","GSW",5.1,-40.15
"181052",22000409,"2020-21 Regular Season","2021-02-13","Jeff Green","James Harden","Landry Shamet","Joe Harris","Tyler Johnson","Brad Wanamaker","Damion Lee","Eric Paschall","Kent Bazemore","Andrew Wiggins",4,116,90,"0:08:31","0:03:29","0:00:08",367,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",27,193,189,5.7,23.9,"Harden 27' 3PT Step Back Jump Shot (19 PTS)",209,2369,8,"3P","GSW",19.3,-22.85
